Property,Property Name,Date,Period,Person/Description,Control,Reference,Debit,Credit,Balance,Remarks,ledgerAccount,Source,Person/Description
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949630,pettycash/Wilson 07/20/2021,7.49,0,28096.33,Candy for the residents,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949630,pettycash/Wilson 07/20/2021,33.44,0,28129.77,Otter Pop pool treats / water for the lodge,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949630,pettycash/Wilson 07/20/2021,10.51,0,28140.28,Bags for ice,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949630,pettycash/Wilson 07/20/2021,16.5,0,28156.78,2 Grill Brushes and scrapers,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-949634,183460156001,31.34,0,28188.12,Coffee Cups and lids ($62.5%),Tenant Relations,,OFFICE DEPOT (of231a)
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-07 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-949651,182132034001,18.02,0,28206.14,Coffee Cup Sleeves,Tenant Relations,,OFFICE DEPOT (of231a)
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,12.98,0,28219.12,Wow Fridge Supplies (May),Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,13.94,0,28233.06,"Residents Birthday Balloons , Helium Float gel (May)",Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,14.34,0,28247.4,Helium Tank for Residents birthday balloons (May),Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,21.94,0,28269.34,2 Helium Tanks for resident birthday balloons,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,7.47,0,28276.81,Candy for the residents and wow fridge,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,10.84,0,28287.65,Water for the lodge and wow fridge,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,14.01,0,28301.66,Welcome bags for move ins,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,4.49,0,28306.15,Candy for the residents,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,20.06,0,28326.21,Otter Pops-treats at pool / water bottles,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,9.9,0,28336.11,2 Grill brushes and Scrapers,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,"WILSON, NISHA (wi009a)",P-949660,pettycash/Wilson 07/20/2021-Phase 2,6.31,0,28342.42,Bags for ice,Tenant Relations,,"WILSON, NISHA (wi009a)"
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-949671,183460156001-Phase 2,18.81,0,28361.23,"Coffee Cups, lids (37.5%)",Tenant Relations,,OFFICE DEPOT (of231a)
mainapt,MAIN APARTMENTS L.L.C.,2021-07-09 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-947576,181219898001,22.62,0,28383.85,candy and forks,Tenant Relations,,OFFICE DEPOT (of231a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-06-30 00:00:00 UTC,2021-07-01 00:00:00 UTC,CULLIGAN SEATTLE (cu182a),P-946129,623548-07/21,53.92,0,28437.77,06/08/21 Water For Lobby/New Move-Ins,Tenant Relations,,CULLIGAN SEATTLE (cu182a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-07-14 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948576,182214308001,31.08,0,28468.85,Soda for Residents and Move-Ins,Tenant Relations,,OFFICE DEPOT (of231a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-07-23 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-949691,185086389001,9.99,0,28478.84,Coffee For Residents and New Move-Ins,Tenant Relations,,OFFICE DEPOT (of231a)
pal,PALERMO AT LAKELAND L.L.C.,2021-06-25 00:00:00 UTC,2021-07-01 00:00:00 UTC,"RUSSELL, KATY (ru027a)",P-946432,5269-PC-06/21,52.69,0,28531.53,Move In Gifts,Tenant Relations,,"RUSSELL, KATY (ru027a)"
pal,PALERMO AT LAKELAND L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-946423,181575901001,6.93,0,28538.46,Water Cups,Tenant Relations,,OFFICE DEPOT (of231a)
pal,PALERMO AT LAKELAND L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-946424,181575903001,14.07,0,28552.53,Tea,Tenant Relations,,OFFICE DEPOT (of231a)
pal,PALERMO AT LAKELAND L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-946425,181575306001,54.67,0,28607.2,"Bowls, Cups, Plates",Tenant Relations,,OFFICE DEPOT (of231a)
pal,PALERMO AT LAKELAND L.L.C.,2021-07-25 00:00:00 UTC,2021-07-01 00:00:00 UTC,"RUSSELL, KATY (ru027a)",P-950584,19575-PC-07/21,195.75,0,28802.95,"Move In Gifts - Kitchen Towels, Sanitizer, Soap, Planters & Move In Folders",Tenant Relations,,"RUSSELL, KATY (ru027a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-05-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,CRYSTAL SPRINGS (cr130a),P-949739,5270220 061821,54.73,0,28857.68,7/2021 Water For Office,Tenant Relations,,CRYSTAL SPRINGS (cr130a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-09 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948584,180385388001,111.09,0,28968.77,"Creamers, Cookies, Napkins, Coffee Bean",Tenant Relations,,OFFICE DEPOT (of231a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-09 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948585,180600712001,20.29,0,28989.06,Coffee Bean,Tenant Relations,,OFFICE DEPOT (of231a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-12 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948583,180600704001,27.69,0,29016.75,Cookies,Tenant Relations,,OFFICE DEPOT (of231a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-16 00:00:00 UTC,2021-07-01 00:00:00 UTC,CRYSTAL SPRINGS (cr130a),P-949720,5270220 071621,54.76,0,29071.51,7/6/21 Water For Office,Tenant Relations,,CRYSTAL SPRINGS (cr130a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-949728,180961093001,110.19,0,29181.7,"Water Cups, Coffee Cups, Cookies",Tenant Relations,,OFFICE DEPOT (of231a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-22 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951368,181311028001,26.69,0,29208.39,Cookies For Office,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-06-30 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948636,180791002001,14.3,0,29222.69,Thank you cards,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948634,180659710001,52.78,0,29275.47,Water Bottles,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948637,180790988001,112.07,0,29387.54,Coffee Maker,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948638,180764426001,73.43,0,29460.97,Coffee,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948640,180768527001,64.59,0,29525.56,Chocolate,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948641,180768538001,16.5,0,29542.06,Dog Treat Jar,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948642,180768535001,16.39,0,29558.45,Hard Candy,Tenant Relations,,OFFICE DEPOT (of231a)
saffron,SAFFRON (RESIDENTIAL),2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948643,180672294001,33,0,29591.45,Candy Jars,Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-06-15 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949908,9192437014,47.48,0,29638.93,Air Freshner and Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-06-17 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-945782,177803047001,39.63,0,29678.56,"Cookie, Popcorn, and Granola",Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949950,9192979163,41.75,0,29720.31,Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948595,175084700002,6.14,0,29726.45,Tea for Office,Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-950935,180765783001,56.67,0,29783.12,"Creamer, Tea, K-Cup, and Cocoa",Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-950949,180761007001,7.94,0,29791.06,Cups,Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-22 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951419,180765808001,34.59,0,29825.65,Snacks,Tenant Relations,,OFFICE DEPOT (of231a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-30 00:00:00 UTC,2021-07-01 00:00:00 UTC,Hsu (t0025441),C-4552586,:MoveOut,0,0.02,29825.63,To clear the account,Tenant Relations,,Hsu (t0025441)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-572350,J-572296,07/21 Accr,11.91,0,29837.54,Accr - Cups,Tenant Relations,,07/21 Accr :Reversed by J-572350
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-06-15 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949758,9192437014 sta2,32.64,0,29870.18,Air Freshner and Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949782,9192979163 sta2,28.7,0,29898.88,Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948601,175084700002-sta2,4.35,0,29903.23,Tea for Office,Tenant Relations,,OFFICE DEPOT (of231a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-950975,180765783001-sta2,40.08,0,29943.31,"Creamer, Tea, K-Cup, and Cocoa",Tenant Relations,,OFFICE DEPOT (of231a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951426,180761007001-sta2,5.61,0,29948.92,Coffee Cups,Tenant Relations,,OFFICE DEPOT (of231a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-22 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951427,1807658088001-sta2,24.47,0,29973.39,Snacks,Tenant Relations,,OFFICE DEPOT (of231a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-572593,J-572581,07/21 Accr,8.42,0,29981.81,Accr - Cups,Tenant Relations,,07/21 Accr :Reversed by J-572593
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-06-15 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949809,9192437014 stthph1,18.79,0,30000.6,Air Freshner and Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,HD SUPPLY (hd335a),P-949827,9192979163 stthph1,16.52,0,30017.12,Bottled Water,Tenant Relations,,HD SUPPLY (hd335a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948608,175084700002-stth1,2.4,0,30019.52,Tea for Office,Tenant Relations,,OFFICE DEPOT (of231a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-19 00:00:00 UTC,2021-07-01 00:00:00 UTC,Williams (t0024167),C-4535408,,0,150,29869.52,Clubhouse Rental,Tenant Relations,,Williams (t0024167)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-20 00:00:00 UTC,2021-07-01 00:00:00 UTC,Williams (t0024167),C-4535502,,150,0,30019.52,Wrong GL Code,Tenant Relations,,Williams (t0024167)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-950998,180765783001-stth1,22.12,0,30041.64,"Creamer, Tea, K-Cup, and Cocoa",Tenant Relations,,OFFICE DEPOT (of231a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951430,180761007001-stthph1,3.1,0,30044.74,Coffee Cups,Tenant Relations,,OFFICE DEPOT (of231a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-22 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951431,180765808001-stth1,13.5,0,30058.24,Snacks,Tenant Relations,,OFFICE DEPOT (of231a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2021-07-31 00:00:00 UTC,2021-07-01 00:00:00 UTC,07/21 Accr :Reversed by J-572768,J-572756,07/21 Accr,4.65,0,30062.89,Accr - Cups,Tenant Relations,,07/21 Accr :Reversed by J-572768
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2021-07-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-948613,175084700002-stth2,2.1,0,30064.99,Tea for Office,Tenant Relations,,OFFICE DEPOT (of231a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951011,180765783001-stth2,19.35,0,30084.34,"Creamer, Tea, K-Cup, and Cocoa",Tenant Relations,,OFFICE DEPOT (of231a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2021-07-21 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951434,180761007001-stthph2,2.71,0,30087.05,Coffee Cups,Tenant Relations,,OFFICE DEPOT (of231a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2021-07-22 00:00:00 UTC,2021-07-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951435,180765808001-stth2,11.81,0,30098.86,Snacks,Tenant Relations,,OFFICE DEPOT (of231a)
aster,ASTER TOWNHOMES L.L.C.,2021-08-02 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-952463,186643013001,22.99,0,30121.85,Candy for Office Guests,Tenant Relations,,OFFICE DEPOT (of231a)
aster,ASTER TOWNHOMES L.L.C.,2021-08-25 00:00:00 UTC,2021-08-01 00:00:00 UTC,"CALHOUN, KATIE (ca033a)",P-956282,pettycash/Calhoun 08/25/2021,12.86,0,30134.71,Otter Pops August event,Tenant Relations,,"CALHOUN, KATIE (ca033a)"
beryl,BERYL APARTMENTS L.L.C.,2021-07-30 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-952477,184316107001,0,145.52,29989.19,refund for keurig,Tenant Relations,,OFFICE DEPOT (of231a)
beryl,BERYL APARTMENTS L.L.C.,2021-08-03 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951914,186869932001,70.47,0,30059.66,8- 24/cs of water,Tenant Relations,,OFFICE DEPOT (of231a)
beryl,BERYL APARTMENTS L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956284,189339321001,47.01,0,30106.67,k-cup coffee,Tenant Relations,,OFFICE DEPOT (of231a)
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,:Reversal of J-573572,J-573595,:Reversal of J-573572,221.8,0,30328.47,07/21 Adj t-0169015 for insurance waived 3 months,Tenant Relations,,:Reversal of J-573572
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-05 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-953903,186914566001,15.46,0,30343.93,Plastic Spoons,Tenant Relations,,OFFICE DEPOT (of231a)
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-09 00:00:00 UTC,2021-08-01 00:00:00 UTC,HD SUPPLY (hd335a),P-956850,9194198543,35.55,0,30379.48,Plastic Key Tag House,Tenant Relations,,HD SUPPLY (hd335a)
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-11 00:00:00 UTC,2021-08-01 00:00:00 UTC,Lindros (t0169015),C-4563343,,0,221.8,30157.68,Code Adjustment,Tenant Relations,,Lindros (t0169015)
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,GREAT AMERICAN BUSINESS PRODUCTS (gr135a),P-957611,43053134,425.8,0,30583.48,Welcome Door Mats,Tenant Relations,,GREAT AMERICAN BUSINESS PRODUCTS (gr135a)
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/21 Rec Avid Refund. Culligan Tumwater,J-574995,08/21 Avid Refund,0,34.89,30548.59,08/21 Rec Avid Refund Culligan Tumwater,Tenant Relations,,08/21 Rec Avid Refund. Culligan Tumwater
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-23 00:00:00 UTC,2021-08-01 00:00:00 UTC,"MCCUE, KATIE (mc226a)",P-956233,black.08232021,13.32,0,30561.91,GLoves for Nacho Resident Event,Tenant Relations,,"MCCUE, KATIE (mc226a)"
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-23 00:00:00 UTC,2021-08-01 00:00:00 UTC,"MCCUE, KATIE (mc226a)",P-956233,black.08232021,32.89,0,30594.8,Nacho Cheese & Supplies for Resident Event,Tenant Relations,,"MCCUE, KATIE (mc226a)"
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-23 00:00:00 UTC,2021-08-01 00:00:00 UTC,"MCCUE, KATIE (mc226a)",P-956233,black.08232021,102.59,0,30697.39,Supplies for Nacho To-Go Resident Event,Tenant Relations,,"MCCUE, KATIE (mc226a)"
boxcar,BOXCAR APARTMENTS L.L.C.,2021-07-30 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-951946,184341623001,28.29,0,30725.68,water bottle (2 cases),Tenant Relations,,OFFICE DEPOT (of231a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-08-25 00:00:00 UTC,2021-08-01 00:00:00 UTC,CRYSTAL SPRINGS (cr130a),P-956859,5260889 082521,104.59,0,30830.27,water,Tenant Relations,,CRYSTAL SPRINGS (cr130a)
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-24 00:00:00 UTC,2021-08-01 00:00:00 UTC,"LANCASTER, CRYSTAL (la017a)",P-956303,CC.082421,137.71,0,30967.98,coffee/snacks/water & welcome gift,Tenant Relations,,"LANCASTER, CRYSTAL (la017a)"
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-24 00:00:00 UTC,2021-08-01 00:00:00 UTC,"LANCASTER, CRYSTAL (la017a)",P-956304,CC.072821,71.06,0,31039.04,water/chips/candy,Tenant Relations,,"LANCASTER, CRYSTAL (la017a)"
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-30 00:00:00 UTC,2021-08-01 00:00:00 UTC,MOUNTAIN MIST (mo385a),P-957632,004300759,35.18,0,31074.22,Gym Water cooler,Tenant Relations,,MOUNTAIN MIST (mo385a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-18 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956342,189231303001,14.33,0,31088.55,Gummy bears,Tenant Relations,,OFFICE DEPOT (of231a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-19 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956345,189370152001,30.49,0,31119.04,skinny pop for wow fridge,Tenant Relations,,OFFICE DEPOT (of231a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956344,189562555001,0,40.59,31078.45,breakfast snackbox for common area,Tenant Relations,,OFFICE DEPOT (of231a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956346,189370152002,40.59,0,31119.04,breakfast snack box entry area,Tenant Relations,,OFFICE DEPOT (of231a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-20 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956347,189370151001,35.59,0,31154.63,sun chips for wow fridge,Tenant Relations,,OFFICE DEPOT (of231a)
dwell,DWELL AT KENT STATION L.L.C.,2021-08-23 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-956341,189231303002,26.39,0,31181.02,bottled water,Tenant Relations,,OFFICE DEPOT (of231a)
edition,EDITION-BOTHELL L.L.C.,2021-08-04 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-954123,187429716001,24.39,0,31205.41,Coffee for beverage station,Tenant Relations,,OFFICE DEPOT (of231a)
edition,EDITION-BOTHELL L.L.C.,2021-08-04 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-954124,187427547001,80.3,0,31285.71,"Coffee, cream, cups and water for bev station",Tenant Relations,,OFFICE DEPOT (of231a)
edition,EDITION-BOTHELL L.L.C.,2021-08-18 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-955551,186444667001,41.26,0,31326.97,Coffee Supplies,Tenant Relations,,OFFICE DEPOT (of231a)
edition,EDITION-BOTHELL L.L.C.,2021-08-18 00:00:00 UTC,2021-08-01 00:00:00 UTC,OFFICE DEPOT (of231a),P-955552,186488524001,73.76,0,31400.73,Honey for coffee station,Tenant Relations,,OFFICE DEPOT (of231a)
